iso,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_WRL,,World,2020/1/22,557.0,0.0,,17.0,0.0,,0.071,0.0,,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/23,655.0,98.0,,18.0,1.0,,0.083,0.012,,0.002,0.0,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/24,941.0,286.0,,26.0,8.0,,0.11900000000000001,0.036000000000000004,,0.003,0.001,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/25,1434.0,493.0,,42.0,16.0,,0.182,0.063,,0.005,0.002,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/26,2118.0,684.0,,56.0,14.0,,0.26899999999999996,0.087,,0.006999999999999999,0.002,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/27,2927.0,809.0,,82.0,26.0,,0.37200000000000005,0.10300000000000001,,0.01,0.003,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/28,5578.0,2651.0,717.2860000000001,131.0,49.0,16.285999999999998,0.708,0.337,0.091,0.017,0.006,0.002,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/29,6167.0,589.0,801.429,133.0,2.0,16.570999999999998,0.7829999999999999,0.075,0.102,0.017,0.0,0.002,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/30,8235.0,2068.0,1082.857,171.0,38.0,21.857,1.046,0.263,0.138,0.022000000000000002,0.005,0.003,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/1/31,9927.0,1692.0,1283.714,213.0,42.0,26.714000000000002,1.261,0.215,0.163,0.027000000000000003,0.005,0.003,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/1,12038.0,2111.0,1514.8570000000002,259.0,46.0,31.0,1.5290000000000001,0.268,0.192,0.033,0.006,0.004,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/2,16787.0,4749.0,2095.571,362.0,103.0,43.714,2.1319999999999997,0.603,0.266,0.046,0.013000000000000001,0.006,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/3,19887.0,3100.0,2422.857,426.0,64.0,49.143,2.525,0.39399999999999996,0.308,0.054000000000000006,0.008,0.006,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/4,23898.0,4011.0,2617.143,492.0,66.0,51.571000000000005,3.035,0.509,0.332,0.062,0.008,0.006999999999999999,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/5,27643.0,3745.0,3068.0,564.0,72.0,61.571000000000005,3.51,0.47600000000000003,0.39,0.07200000000000001,0.009000000000000001,0.008,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/6,30805.0,3162.0,3224.2859999999996,634.0,70.0,66.143,3.912,0.402,0.409,0.081,0.009000000000000001,0.008,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/7,34399.0,3594.0,3496.0,719.0,85.0,72.286,4.368,0.456,0.444,0.091,0.011000000000000001,0.009000000000000001,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/8,37130.0,2731.0,3584.571,806.0,87.0,78.143,4.715,0.34700000000000003,0.455,0.102,0.011000000000000001,0.01,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/9,40161.0,3031.0,3339.143,906.0,100.0,77.714,5.1,0.385,0.424,0.115,0.013000000000000001,0.01,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/10,42769.0,2608.0,3268.857,1013.0,107.0,83.85700000000001,5.431,0.331,0.415,0.129,0.013999999999999999,0.011000000000000001,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/11,44811.0,2042.0,2987.571,1113.0,100.0,88.714,5.69,0.259,0.379,0.141,0.013000000000000001,0.011000000000000001,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/12,45229.0,418.0,2512.286,1118.0,5.0,79.143,5.742999999999999,0.053,0.319,0.142,0.001,0.01,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/13,60381.0,15152.0,4225.143,1371.0,253.0,105.286,7.667000000000001,1.9240000000000002,0.537,0.174,0.032,0.013000000000000001,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/14,66909.0,6528.0,4644.286,1523.0,152.0,114.85700000000001,8.496,0.8290000000000001,0.59,0.193,0.019,0.015,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/15,69052.0,2143.0,4560.286,1666.0,143.0,122.85700000000001,8.769,0.272,0.579,0.212,0.018000000000000002,0.016,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/16,71235.0,2183.0,4439.143,1770.0,104.0,123.429,9.046,0.27699999999999997,0.564,0.225,0.013000000000000001,0.016,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/17,73270.0,2035.0,4357.286,1868.0,98.0,122.14299999999999,9.304,0.258,0.5529999999999999,0.237,0.012,0.016,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/18,75152.0,1882.0,4334.429,2008.0,140.0,127.85700000000001,9.543,0.239,0.55,0.255,0.018000000000000002,0.016,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/19,75652.0,500.0,4346.143,2123.0,115.0,143.571,9.607000000000001,0.063,0.552,0.27,0.015,0.018000000000000002,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/20,76212.0,560.0,2261.571,2248.0,125.0,125.286,9.677999999999999,0.071,0.287,0.285,0.016,0.016,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/21,76841.0,629.0,1418.8570000000002,2252.0,4.0,104.14299999999999,9.758,0.08,0.18,0.28600000000000003,0.001,0.013000000000000001,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/22,78602.0,1761.0,1364.286,2459.0,207.0,113.286,9.981,0.22399999999999998,0.17300000000000001,0.312,0.026000000000000002,0.013999999999999999,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/23,78982.0,380.0,1106.714,2470.0,11.0,100.0,10.03,0.048,0.141,0.314,0.001,0.013000000000000001,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/24,79550.0,568.0,897.143,2630.0,160.0,108.85700000000001,10.102,0.07200000000000001,0.114,0.33399999999999996,0.02,0.013999999999999999,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/25,80404.0,854.0,750.2860000000001,2710.0,80.0,100.286,10.21,0.10800000000000001,0.095,0.344,0.01,0.013000000000000001,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/26,81381.0,977.0,818.429,2771.0,61.0,92.571,10.334000000000001,0.124,0.10400000000000001,0.35200000000000004,0.008,0.012,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/27,82740.0,1359.0,932.571,2814.0,43.0,80.857,10.507,0.17300000000000001,0.11800000000000001,0.35700000000000004,0.005,0.01,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/28,84128.0,1388.0,1041.0,2873.0,59.0,88.714,10.683,0.17600000000000002,0.132,0.365,0.006999999999999999,0.011000000000000001,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/2/29,86022.0,1894.0,1060.0,2943.0,70.0,69.143,10.923,0.24100000000000002,0.135,0.374,0.009000000000000001,0.009000000000000001,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/1,88400.0,2378.0,1345.4289999999999,2997.0,54.0,75.286,11.225,0.302,0.171,0.381,0.006999999999999999,0.01,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/2,90379.0,1979.0,1547.0,3086.0,89.0,65.143,11.477,0.251,0.196,0.392,0.011000000000000001,0.008,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/3,92980.0,2601.0,1796.5710000000001,3160.0,74.0,64.286,11.807,0.33,0.228,0.401,0.009000000000000001,0.008,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/4,95282.0,2302.0,1985.8570000000002,3255.0,95.0,69.143,12.099,0.292,0.252,0.413,0.012,0.009000000000000001,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/5,98100.0,2818.0,2194.286,3348.0,93.0,76.286,12.457,0.358,0.27899999999999997,0.425,0.012,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/6,102016.0,3916.0,2555.429,3461.0,113.0,84.0,12.954,0.49700000000000005,0.325,0.439,0.013999999999999999,0.011000000000000001,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/7,106113.0,4097.0,2870.143,3565.0,104.0,88.85700000000001,13.475,0.52,0.364,0.45299999999999996,0.013000000000000001,0.011000000000000001,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/8,110051.0,3938.0,3093.0,3805.0,240.0,115.429,13.975,0.5,0.39299999999999996,0.483,0.03,0.015,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/9,114230.0,4179.0,3407.2859999999996,3995.0,190.0,129.857,14.505,0.531,0.433,0.507,0.024,0.016,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/10,119055.0,4825.0,3725.0,4271.0,276.0,158.714,15.118,0.613,0.473,0.542,0.035,0.02,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/11,126717.0,7662.0,4490.714,4616.0,345.0,194.429,16.090999999999998,0.973,0.57,0.586,0.044000000000000004,0.025,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/12,132519.0,5802.0,4917.0,4925.0,309.0,225.28599999999997,16.828,0.737,0.624,0.625,0.039,0.028999999999999998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/13,146875.0,14356.0,6408.429,5417.0,492.0,279.42900000000003,18.651,1.8230000000000002,0.8140000000000001,0.688,0.062,0.035,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/14,157974.0,11099.0,7408.714,5838.0,421.0,324.714,20.06,1.409,0.941,0.741,0.053,0.040999999999999995,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/15,169251.0,11277.0,8457.143,6483.0,645.0,382.57099999999997,21.491999999999997,1.432,1.074,0.823,0.08199999999999999,0.049,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/16,184036.0,14785.0,9972.286,7175.0,692.0,454.286,23.37,1.8769999999999998,1.266,0.9109999999999999,0.08800000000000001,0.057999999999999996,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/17,200039.0,16003.0,11569.143,7990.0,815.0,531.286,25.401999999999997,2.032,1.469,1.015,0.10300000000000001,0.067,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/18,219595.0,19556.0,13268.286,8907.0,917.0,613.0,27.885,2.483,1.685,1.131,0.11599999999999999,0.078,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/19,246703.0,27108.0,16312.0,10023.0,1116.0,728.2860000000001,31.328000000000003,3.4419999999999997,2.0709999999999997,1.273,0.142,0.092,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/20,277579.0,30876.0,18672.0,11517.0,1494.0,871.429,35.248000000000005,3.9210000000000003,2.371,1.462,0.19,0.111,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/21,309721.0,32142.0,21678.142999999996,13242.0,1725.0,1057.714,39.33,4.082,2.753,1.682,0.21899999999999997,0.134,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/22,344828.0,35107.0,25082.429,14927.0,1685.0,1206.286,43.788000000000004,4.458,3.185,1.896,0.214,0.153,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/23,387489.0,42661.0,29064.714,16887.0,1960.0,1387.4289999999999,49.205,5.417000000000001,3.6910000000000003,2.144,0.249,0.17600000000000002,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/24,428574.0,41085.0,32647.857000000004,19195.0,2308.0,1600.714,54.422,5.2170000000000005,4.146,2.437,0.293,0.203,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/25,479649.0,51075.0,37150.571,22022.0,2827.0,1873.5710000000001,60.908,6.486000000000001,4.718,2.7960000000000003,0.359,0.23800000000000002,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/26,542582.0,62933.0,42268.429000000004,25065.0,3043.0,2148.857,68.9,7.992000000000001,5.367000000000001,3.1830000000000003,0.386,0.273,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/27,607566.0,64984.0,47141.0,28549.0,3484.0,2433.143,77.152,8.252,5.986000000000001,3.625,0.442,0.309,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/28,677326.0,69760.0,52515.0,32349.0,3800.0,2729.571,86.01,8.857999999999999,6.669,4.1080000000000005,0.483,0.34700000000000003,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/29,734000.0,56674.0,55596.0,35853.0,3504.0,2989.429,93.20700000000001,7.197,7.06,4.553,0.445,0.38,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/30,799335.0,65335.0,58835.143,39943.0,4090.0,3293.7140000000004,101.50299999999999,8.297,7.471,5.072,0.519,0.418,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/3/31,876256.0,76921.0,63954.570999999996,44684.0,4741.0,3641.2859999999996,111.271,9.767999999999999,8.121,5.6739999999999995,0.602,0.462,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/4/1,959241.0,82985.0,68513.143,50697.0,6013.0,4096.429,121.809,10.538,8.7,6.438,0.764,0.52,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/4/2,1042396.0,83155.0,71402.0,56596.0,5899.0,4504.429,132.368,10.559000000000001,9.067,7.187,0.7490000000000001,0.5720000000000001,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/4/3,1126208.0,83812.0,74091.714,62750.0,6154.0,4885.857,143.011,10.642999999999999,9.408999999999999,7.968,0.7809999999999999,0.62,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2020/4/4,1185351.0,59143.0,72575.0,68729.0,5979.0,5197.143,150.52100000000002,7.51,9.216000000000001,8.728,0.759,0.66,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
